trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
725,False,"{'a': 0.5, 'e': 0.01282960356367432}",25,19,11.679985851833242,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.012752856413982657}",20,12,17.048528968861454,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.012676568368499208}",25,14,19.00163447615944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.012600736680846106}",20,0,31.325463452531316,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.5, 'e': 0.012525358621074385}",20,0,32.652018381400964,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
730,False,"{'a': 0.5, 'e': 0.012450431475565764}",20,15,8.445198489469421,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.5, 'e': 0.012375952546934911}",25,17,13.770435662578818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.012301919153932363}",20,10,16.094758200951723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.012228328631347955}",20,9,20.54060995517635,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.012155178329914935}",20,6,23.211821160828496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.012082465616214554}",25,12,23.27905870046469,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.5, 'e': 0.012010187872581275}",25,9,27.728918949893753,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.5, 'e': 0.011938342497008501}",35,17,32.296914790459056,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.5, 'e': 0.01186692690305496}",20,7,29.526267867685135,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.5, 'e': 0.011795938519751562}",30,22,16.391434124734634,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.5, 'e': 0.011725374791508845}",25,15,20.38881329570241,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.5, 'e': 0.011655233178024955}",25,10,29.556780810208878,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.5, 'e': 0.011585511154194242}",25,11,24.31964608388287,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.5, 'e': 0.011516206210016314}",20,8,24.068715353452546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.5, 'e': 0.01144731585050571}",25,20,8.162041944821896,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.5, 'e': 0.011378837595602027}",20,6,22.579803107546837,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.5, 'e': 0.0113107689800807}",20,6,23.391255285963844,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.5, 'e': 0.011243107553464221}",30,9,37.24158692254755,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.5, 'e': 0.011175850879933932}",25,6,28.217090258327456,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.5, 'e': 0.011108996538242306}",20,0,22.531656361573823,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
750,False,"{'a': 0.5, 'e': 0.01104254212162583}",25,18,11.560848898729484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.5, 'e': 0.010976485237718327}",20,0,25.827912904682233,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.5, 'e': 0.010910823508464855}",20,15,11.425413074876321,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.5, 'e': 0.010845554570036048}",30,16,29.326980643759626,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.5, 'e': 0.010780676072743084}",20,1,28.08472943350561,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.5, 'e': 0.01071618568095305}",25,0,34.76563801404581,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
756,False,"{'a': 0.5, 'e': 0.010652081073004893}",30,18,20.45197620457507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.5, 'e': 0.01058835994112578}",20,5,23.14353527786343,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.5, 'e': 0.01052501999134809}",35,16,30.800036230707523,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.5, 'e': 0.010462058943426795}",25,18,13.585386499217963,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.5, 'e': 0.010399474530757374}",25,11,21.075350068079086,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.5, 'e': 0.010337264500294195}",20,10,17.483586440359343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.5, 'e': 0.010275426612469454}",25,20,10.15698755892989,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.5, 'e': 0.01021395864111251}",20,13,11.472797728190288,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.5, 'e': 0.010152858373369763}",35,19,28.939819181681578,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.5, 'e': 0.01009212360962496}",30,19,23.759051421178654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.5, 'e': 0.010031752163420051}",25,11,28.781509885365864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.5, 'e': 0.009971741861376457}",20,16,5.744054009443107,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,14,12.072209771039187,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,3,36.41132088836718,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,0,35.65633243118272,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0, 'e': 0}",20,13,13.929665645225311,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,14,21.62113978206566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,16,15.897441863059694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,10,17.641708690081234,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,14,7.46468380885889,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,10,16.055653209143017,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,8,26.804239702207433,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
