trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
539,False,"{'a': 0.5, 'e': 0.039163895098987066}",30,20,17.262752336627923,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.038929615270717026}",20,14,10.818868702502208,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.5, 'e': 0.038696736912801115}",20,11,15.681719361262703,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.03846525164159334}",25,12,26.802434919509142,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.03823515112359889}",20,5,20.531061707203715,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.038006427075174314}",30,16,25.292837814111675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.037779071262229125}",30,18,21.571535874961892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.03755307549992954}",30,15,28.989886703739472,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.5, 'e': 0.03732843165240367}",20,6,25.11934187452361,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.03710513163244877}",20,0,28.74277573283157,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
549,False,"{'a': 0.5, 'e': 0.036883167401239994}",20,12,13.394315454204952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.03666253096804106}",30,23,15.349261752858075,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.036443214389916524}",20,11,17.506877714800922,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.03622520977144591}",25,12,23.91686531735331,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.036008509264439374}",30,22,14.650368867491583,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.0357931050676553}",20,0,-12.193209572117787,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
555,False,"{'a': 0.5, 'e': 0.03557898942651932}",25,15,19.93160421287264,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.03536615463284522}",25,8,32.453009159927305,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.03515459302455746}",30,4,41.35099435646352,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.03494429698541527}",20,3,17.222603493018397,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.03473525894473856}",30,12,23.392654158333578,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.034527471377135265}",20,15,9.82707139755415,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.03432092680223053}",30,23,14.698661527898034,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.5, 'e': 0.03411561778439732}",20,1,19.441065126568432,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.033911536932488856}",30,19,20.210879459734457,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.033708676899572396}",35,13,40.081051757428384,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.03350703038266488}",20,11,15.362398708785058,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.03330659012246989}",20,12,14.818080112903269,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.03310734890311644}",20,11,10.92294038524296,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.03290929955189908}",20,10,18.8566099660809,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.03271243493901982}",25,6,34.15842014217542,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.03251674797733129}",20,14,7.115524958902383,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.03232223162208177}",20,9,12.121660344574927,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.03212887887066144}",20,16,7.850915601078716,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.03193668276235039}",20,11,19.13212603186483,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.03174563637806794}",25,10,26.663869586264987,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.03155573284012364}",20,13,11.83562536552435,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.0313669653119696}",20,10,21.507233629350857,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.031179326997954438}",30,16,12.294545802597781,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.03099281114307856}",25,7,34.11318321413162,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.030807411032751076}",20,9,19.24993265562128,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.03062311999254796}",30,10,13.941153172295975,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.03043993138797189}",20,15,10.257587932233381,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.5, 'e': 0.030257838624213294}",35,15,-18.056571732955014,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.03007683514591303}",20,6,23.269098762339357,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.029896914436926308}",30,12,28.73947736415802,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.0297180700200882}",20,4,27.71703567041733,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.029540295456980357}",20,14,11.863856637828912,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.029363584347699333}",25,16,17.463893601364646,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.029187930330626086}",20,11,19.165866130112946,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.5, 'e': 0.029013327082197053}",30,20,19.65899563914831,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.028839768316676413}",20,0,28.64791350592916,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
591,False,"{'a': 0.5, 'e': 0.02866724778592988}",20,0,34.11645130965107,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
592,False,"{'a': 0.5, 'e': 0.028495759279199697}",20,13,11.245892770517607,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.02832529662288112}",25,20,8.673342554491486,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.028155853680300096}",20,16,9.637980876515938,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.027987424351492405}",25,7,-13.064394099873901,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
596,False,"{'a': 0.5, 'e': 0.027820002572984004}",20,5,20.06791885300518,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.027653582317572808}",25,0,38.22332974630047,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
598,False,"{'a': 0.5, 'e': 0.027488157594111634}",25,12,23.92613336197225,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.02732372244729256}",20,14,13.004529469269361,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.027160270957432564}",35,23,20.175052484165285,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.02699779724026034}",20,0,32.10287868564685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
602,False,"{'a': 0.5, 'e': 0.02683629544670454}",20,9,22.194210663535117,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.026675759762683132}",20,8,18.530876950495635,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.02651618440889418}",25,14,14.5747594895421,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.02635756364060769}",30,14,-21.082249347186924,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
606,False,"{'a': 0.5, 'e': 0.02619989174745889}",25,14,24.269027365403375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.02604316305324258}",20,2,26.260150645429853,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.025887371915708866}",30,22,14.300363670234061,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.02573251272635994}",20,12,10.872396009849112,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.025578579910248294}",20,8,22.42945167594164,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.025425567925775893}",25,0,33.23538021847512,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
612,False,"{'a': 0.5, 'e': 0.025273471264494796}",25,16,17.432291776895227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.02512228445090875}",25,4,38.9525577695757,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.5, 'e': 0.024972002042276155}",25,13,13.240419656726443,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.02482261862841405}",20,6,21.478924913098314,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.02467412883150343}",25,11,26.112055091027756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.024526527305895537}",25,19,13.366412508136975,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.024379808737919537}",30,8,39.37501355566718,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.024233967845691113}",25,11,28.1942555362808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.024088999378922418}",25,9,30.5504326247243,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.023944898118732967}",30,0,50.57499007902064,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
622,False,"{'a': 0.5, 'e': 0.023801658877461853}",30,13,32.115409249376256,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.0236592764984809}",20,8,7.269539186968788,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.023517745856009107}",30,20,13.068177440531626,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.5, 'e': 0.023377061854928043}",25,13,7.361175080649981,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.023237219430598487}",25,10,32.67877456269362,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.5, 'e': 0.02309821354867805}",20,14,12.2126256446019,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.022960039204939983}",30,3,35.31725987577127,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.02282269142509297}",20,4,23.10144756894669,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.5, 'e': 0.022686165264602126}",35,12,-1.1044574704059194,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
631,False,"{'a': 0.5, 'e': 0.022550455808510905}",25,2,32.386139424051805,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.022415558171264255}",35,24,20.30955669230848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.02228146749653264}",20,12,14.0892898552663,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.022148178957037315}",30,0,50.05452354972141,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
635,False,"{'a': 0.5, 'e': 0.02201568775437644}",25,19,11.408140719038364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.021883989118852424}",20,6,25.632184016221974,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.5, 'e': 0.021753078309300157}",35,8,49.674352759998264,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.5, 'e': 0.021622950612916365}",25,18,10.117618327361669,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.021493601345089923}",20,8,22.63049850170643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.021365025849233204}",20,12,14.375861737526721,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.5, 'e': 0.021237219496614494}",20,13,12.546833250012266,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.021110177686191275}",20,11,18.175556035247958,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.02098389584444467}",20,4,27.863888178065526,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.02085836942521472}",30,15,26.058111754161114,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.5, 'e': 0.02073359390953679}",25,13,13.898903093232715,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.5, 'e': 0.020609564805478826}",30,18,21.923654542431592,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.020486277647979705}",20,2,26.547119405088356,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.5, 'e': 0.020363727998688425}",25,11,25.850498854968603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.02024191144580439}",25,20,9.181612158523787,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.020120823603918526}",25,7,31.346071699818626,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.02000046011385546}",30,18,23.122711954506265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.01988081664251654}",20,12,12.336632908745244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.019761888882723885}",25,11,25.653908616922326,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.019643672553065292}",20,12,15.04587205383778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.019526163397740135}",20,16,7.357419692242489,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.019409357186406115}",30,6,42.920887288357044,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.019293249714027027}",25,18,13.314134766848516,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.01917783680072131}",25,10,27.142275613670577,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.5, 'e': 0.019063114291611637}",30,3,44.0117328834274,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.01894907805667527}",20,10,17.984524060323018,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.5, 'e': 0.018835723990595455}",30,22,16.318735036334466,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.5, 'e': 0.018723048012613555}",20,15,8.568314447116745,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.01861104606638221}",20,6,24.985998176342306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.5, 'e': 0.018499714119819242}",20,13,15.749111916824912,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.018389048164962566}",25,12,27.392634732100476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.018279044217825845}",20,13,13.070490444873801,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.5, 'e': 0.0181696983182551}",25,15,17.512282369194317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.5, 'e': 0.018061006529786143}",25,9,28.21744022033287,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.5, 'e': 0.01795296493950285}",20,8,25.237239544996815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.017845569657896316}",20,8,18.221513497731898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.017738816818724773}",25,3,25.878228882048187,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.0176327025788745}",25,11,-14.59951472706022,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
673,False,"{'a': 0.5, 'e': 0.0175272231182214}",25,8,29.38225751014206,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.017422374639493515}",20,6,27.39895781365908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.017318153368134255}",25,14,19.765121390759333,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.017214555552166607}",20,13,12.535694654712572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.017111577462058016}",25,13,11.685218070585028,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.017009215390586124}",25,14,17.346371049996755,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.01690746565270528}",25,11,23.186790353063994,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.016806324585413937}",25,5,32.19400437173301,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.016705788547622755}",25,11,26.08335571153795,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.01660585392002353}",35,25,18.136179679973623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.5, 'e': 0.016506517104958845}",30,12,29.085824217536555,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.016407774526292645}",25,17,0.3099087871387083,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.5, 'e': 0.01630962262928145}",20,8,20.978927152062127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.016212057880446332}",25,1,36.72466035330786,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.016115076767445814}",30,18,23.744876606906356,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.016018675798949358}",20,14,10.006823655502998,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.5, 'e': 0.015922851504511698}",25,0,41.021555595217706,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
690,False,"{'a': 0.5, 'e': 0.015827600434447853}",25,15,21.25554112918215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.015732919159709032}",25,12,26.004381023137448,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.015638804271759118}",30,20,18.003189547878993,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.015545252382451996}",20,10,18.411641868734797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.015452260123909515}",20,0,29.178108514991347,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.015359824148400343}",30,24,10.932565164408327,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.5, 'e': 0.015267941128219376}",20,4,14.681832849358406,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.015176607755567978}",30,16,25.13383018551652,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.01508582074243484}",25,13,19.691780945599607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.014995576820477703}",20,13,9.152891694033551,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.014905872740905627}",25,14,14.563970786001912,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.5, 'e': 0.014816705274362072}",20,11,12.908093433433848,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.5, 'e': 0.01472807121080859}",25,18,13.90244909347366,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.5, 'e': 0.014639967359409327}",20,10,20.282095779430595,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.014552390548416123}",20,0,30.191212821883962,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.014465337625054335}",20,9,22.919079177266845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.014378805455409293}",20,13,13.225752674476196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.014292790924313561}",20,12,12.278523316268096,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.014207290935234726}",20,2,27.994707845405745,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.014122302410163962}",30,20,17.437126170620544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.014037822289505161}",20,15,9.673957997868747,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.013953847531964868}",30,8,37.79214706282147,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.013870375114442744}",20,15,9.547436591356476,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.013787402031922757}",20,6,24.115619941495332,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.013704925297364945}",30,11,31.142119822182355,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.013622941941597973}",25,11,24.883526715477238,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.013541449013212178}",25,13,22.017550271968116,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.013460443578453348}",35,23,24.57772528510514,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.01337992272111706}",30,22,16.932247534001107,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.013299883542443767}",20,16,10.125654224800549,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.013220323161014392}",25,5,34.80126904362758,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.01314123871264662}",25,15,19.45604824838132,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.013062627350291747}",25,12,21.526120796755087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.012984486243932251}",20,5,21.95896027860574,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.012906812580479862}",20,14,13.111446132783124,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
